Income,Income Class,Kids,Teens,Recency,Wines,Fruits,Meat,Fish,Sweet,Gold,DealsPurchases,WebPurchases,CatalogPurchases,StorePurchases,WebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Age Class,Customer_Days,Marital Status,Education,MntTotal,MntRegularProds,AcceptedCmpOverall
105471,Upper-middle,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,No,No,Yes,Yes,No,No,3,11,1,50,Old,2683,Together,Graduation,1517,1310,2
55282,Lower-middle,1,0,9,125,6,73,8,4,19,1,3,1,6,4,No,No,No,No,No,No,3,11,0,50,Old,2357,Divorced,Master,216,197,0
66731,Middle,0,1,33,371,159,194,58,106,141,4,4,3,6,3,No,No,No,No,No,No,3,11,0,50,Old,2814,Widow,Graduation,888,747,0
61209,Middle,0,0,73,466,0,224,119,49,99,1,5,3,4,2,No,No,No,No,No,No,3,11,0,50,Old,2467,Single,Graduation,858,759,0
35682,Lower-middle,1,0,34,23,0,8,6,2,18,1,1,1,3,2,No,No,No,No,No,No,3,11,0,50,Old,2161,Divorced,PhD,39,21,0
58710,Middle,0,1,77,440,81,368,0,122,174,6,11,5,9,6,No,No,No,No,No,No,3,11,0,50,Old,2614,Divorced,Graduation,1011,837,0
33697,Lower-middle,1,0,34,4,3,7,0,3,11,1,1,0,2,7,Yes,No,No,No,No,No,3,11,0,50,Old,2446,Single,Graduation,17,6,1
20587,Lower,1,0,39,2,3,6,4,1,9,1,1,1,2,7,No,No,No,No,No,No,3,11,0,50,Old,2208,Single,Graduation,16,7,0
61872,Middle,0,1,81,330,5,159,36,27,16,4,4,4,9,4,No,No,No,No,No,No,3,11,0,50,Old,2357,Married,Master,557,541,0
65968,Middle,0,1,12,376,9,83,19,4,4,2,5,4,7,3,No,No,No,No,No,No,3,11,0,50,Old,2207,Together,PhD,491,487,0
81205,Middle,0,0,43,724,74,929,97,55,130,1,5,6,7,2,Yes,No,Yes,No,Yes,No,3,11,1,50,Old,2326,Together,Graduation,1879,1749,3
82072,Middle,0,0,67,889,55,685,168,92,129,1,3,2,13,1,No,No,No,No,No,No,3,11,0,50,Old,2521,Together,PhD,1889,1760,0
54137,Lower-middle,0,1,46,171,0,11,0,1,20,2,4,1,4,6,No,No,No,No,No,No,3,11,0,50,Old,2476,Divorced,Graduation,183,163,0
67536,Middle,0,1,45,1253,0,447,23,71,35,3,11,5,11,8,No,No,No,Yes,No,No,3,11,0,50,Old,2562,Married,PhD,1794,1759,1
25959,Lower,1,1,1,4,2,12,7,5,26,2,1,2,2,6,No,No,No,No,No,No,3,11,1,50,Old,2659,Divorced,2nd Cycle,30,4,0
75345,Middle,0,0,16,918,57,842,99,38,133,1,5,8,6,3,No,No,No,Yes,No,No,3,11,1,50,Old,2671,Single,Master,1954,1821,1
24163,Lower,1,1,3,4,1,7,2,1,2,2,1,0,3,4,No,No,No,No,No,No,3,11,0,50,Old,2419,Single,Graduation,15,13,0
53187,Lower-middle,1,0,66,211,2,30,7,7,10,2,4,1,6,5,No,No,No,No,No,No,3,11,0,50,Old,2405,Together,Graduation,257,247,0
15315,Lower,0,0,27,7,4,13,15,8,17,2,2,0,4,5,No,No,No,No,No,No,3,11,0,50,Old,2489,Married,2nd Cycle,47,30,0
78579,Middle,0,0,35,816,66,549,216,66,99,1,5,6,4,3,No,No,No,No,No,No,3,11,1,50,Old,2713,Divorced,Master,1713,1614,0
55158,Lower-middle,1,1,72,293,0,87,4,11,23,4,7,2,5,7,No,No,No,No,No,No,3,11,1,50,Old,2858,Married,PhD,395,372,0
19656,Lower,1,0,94,25,4,9,6,8,32,3,2,1,3,7,No,No,No,No,No,No,3,11,0,50,Old,2665,Together,Graduation,52,20,0
33986,Lower-middle,1,0,43,16,2,18,2,1,5,1,1,0,3,7,No,No,No,No,No,No,3,11,0,50,Old,2631,Divorced,Graduation,39,34,0
44267,Lower-middle,1,1,48,183,5,65,3,5,49,5,5,2,4,9,No,No,No,No,No,No,3,11,0,50,Old,2648,Divorced,Graduation,261,212,0
44511,Lower-middle,1,0,39,513,7,133,46,14,14,6,8,4,8,8,No,No,No,No,No,No,3,11,0,50,Old,2784,Married,Master,713,699,0
28164,Lower,1,0,23,3,18,26,11,8,12,3,2,0,4,7,No,No,No,No,No,No,3,11,0,50,Old,2580,Married,Graduation,66,54,0
93790,Middle,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,No,Yes,Yes,Yes,No,No,3,11,1,50,Old,2296,Single,Graduation,2304,2259,3
67419,Middle,0,1,29,846,84,352,91,56,42,4,9,4,8,5,No,No,No,No,No,No,3,11,0,50,Old,2688,Together,Graduation,1429,1387,0
23162,Lower,1,1,82,8,3,9,19,4,22,3,1,1,3,6,No,No,No,No,No,No,3,11,0,50,Old,2349,Married,2nd Cycle,43,21,0
59892,Middle,0,1,26,73,0,13,0,1,0,1,2,1,3,3,No,No,No,No,No,No,3,11,0,50,Old,2398,Married,PhD,87,87,0
79419,Middle,0,0,96,751,127,687,20,15,31,1,4,6,4,2,No,No,No,No,No,No,3,11,0,50,Old,2166,Together,Master,1600,1569,0
27242,Lower,1,0,2,3,17,26,20,1,39,2,2,0,3,9,No,No,No,No,No,No,3,11,1,50,Old,2754,Single,Graduation,67,28,0
69084,Middle,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,No,No,No,No,No,No,3,11,0,50,Old,2381,Married,PhD,1556,1526,0
69016,Middle,0,1,61,726,53,363,123,107,161,4,8,9,13,5,No,No,No,No,No,No,3,11,0,50,Old,2743,Married,Graduation,1372,1211,0
80336,Middle,0,0,12,209,19,456,160,142,66,1,2,9,13,1,No,No,No,No,No,No,3,11,0,50,Old,2452,Married,PhD,986,920,0
67384,Middle,0,1,32,957,40,175,158,53,107,2,7,8,5,5,No,Yes,No,No,No,No,3,11,0,50,Old,2755,Single,Graduation,1383,1276,1
70617,Middle,0,0,45,353,61,753,40,46,27,1,3,3,7,2,No,No,No,No,No,No,3,11,0,50,Old,2530,Married,Graduation,1253,1226,0
24206,Lower,1,0,66,7,2,8,3,2,3,1,1,0,3,6,No,No,No,No,No,No,3,11,0,50,Old,2637,Single,Graduation,22,19,0
22979,Lower,1,0,29,16,17,19,20,21,22,3,3,2,2,8,No,No,No,No,No,No,3,11,1,50,Old,2820,Married,Graduation,93,71,0
63684,Middle,0,1,61,575,80,428,208,93,80,3,8,4,8,5,No,No,No,No,No,No,3,11,0,50,Old,2739,Married,Graduation,1384,1304,0
83273,Middle,1,2,98,433,89,650,16,102,102,10,4,6,9,7,No,No,No,No,No,No,3,11,0,50,Old,2801,Single,Graduation,1290,1188,0
43020,Lower-middle,1,0,79,45,7,99,4,25,43,3,4,1,4,6,No,No,No,No,No,No,3,11,0,50,Old,2370,Single,Graduation,180,137,0
76467,Middle,1,0,44,676,161,426,210,44,58,2,2,5,5,6,No,No,No,No,No,No,3,11,1,50,Old,2840,Single,Graduation,1517,1459,0
64713,Middle,1,0,11,180,60,241,13,54,54,2,5,5,7,4,No,No,No,No,No,No,3,11,1,50,Old,2301,Divorced,Graduation,548,494,0
72967,Middle,0,1,1,158,35,179,0,0,125,2,7,2,8,5,Yes,No,No,No,No,No,3,11,1,50,Old,2720,Divorced,Graduation,372,247,1
20587,Lower,1,0,39,2,3,6,4,1,9,1,1,1,2,7,No,No,No,No,No,No,3,11,0,50,Old,2208,Single,Graduation,16,7,0
65706,Middle,0,0,77,918,10,129,13,0,129,1,11,3,12,7,No,Yes,Yes,No,Yes,No,3,11,1,50,Old,2525,Divorced,2nd Cycle,1070,941,3
57642,Lower-middle,0,1,24,580,6,58,8,0,27,3,7,6,6,4,Yes,No,No,No,No,No,3,11,0,50,Old,2330,Single,PhD,652,625,1
44802,Lower-middle,0,0,71,853,10,143,13,10,20,2,9,4,12,8,No,No,No,No,No,No,3,11,0,50,Old,2836,Single,Master,1029,1009,0
18589,Lower,0,0,89,6,4,25,15,12,13,2,2,1,3,7,No,No,No,No,No,No,3,11,0,51,Old,2702,Single,Graduation,62,49,0
26304,Lower,1,0,5,4,1,5,2,0,4,1,1,0,2,7,No,No,No,No,No,No,3,11,0,51,Old,2530,Married,Graduation,12,8,0
52413,Lower-middle,0,2,56,295,106,271,75,98,65,4,6,4,12,6,No,No,No,No,No,No,3,11,0,51,Old,2671,Married,Graduation,845,780,0
21918,Lower,1,0,37,1,6,7,11,5,3,2,2,0,3,6,No,No,No,No,No,No,3,11,0,51,Old,2386,Together,Graduation,30,27,0
73448,Middle,0,0,10,236,106,189,23,41,130,1,7,2,9,4,No,No,No,No,No,No,3,11,0,51,Old,2298,Married,Graduation,595,465,0
65747,Middle,0,1,96,346,17,48,23,13,13,4,8,1,6,6,No,Yes,No,No,No,No,3,11,0,51,Old,2273,Married,Graduation,447,434,1
72460,Middle,0,0,56,377,10,540,80,30,10,1,3,5,7,1,No,No,No,No,No,No,3,11,0,51,Old,2386,Married,Graduation,1037,1027,0
65176,Middle,0,1,57,960,28,183,220,70,70,4,9,6,6,6,No,No,No,No,No,No,3,11,0,51,Old,2767,Together,Master,1461,1391,0
38361,Lower-middle,1,0,74,39,0,56,20,8,14,3,3,1,3,7,No,No,No,No,No,No,3,11,0,51,Old,2343,Together,Graduation,123,109,0
55212,Lower-middle,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,No,Yes,No,No,Yes,No,3,11,0,51,Old,2742,Married,PhD,1148,1114,2
68462,Middle,0,0,6,561,64,785,84,128,48,1,3,3,8,1,No,No,No,No,No,No,3,11,0,51,Old,2723,Married,PhD,1622,1574,0
62187,Middle,0,1,38,512,0,83,0,0,41,3,6,2,10,4,No,No,No,No,No,No,3,11,0,51,Old,2258,Widow,PhD,595,554,0
54803,Lower-middle,0,1,65,404,0,92,28,27,142,2,6,2,9,4,No,No,No,No,No,No,3,11,0,51,Old,2836,Single,Graduation,551,409,0
30822,Lower-middle,1,0,92,3,9,13,2,12,12,1,1,0,3,7,No,No,No,No,No,No,3,11,0,51,Old,2539,Single,Graduation,39,27,0
33581,Lower-middle,2,0,38,11,0,5,0,0,1,1,1,0,2,8,No,No,No,No,No,No,3,11,0,51,Old,2696,Married,PhD,16,15,0
56796,Lower-middle,0,1,24,656,38,161,62,47,37,3,8,9,7,7,No,No,No,No,No,No,3,11,0,51,Old,2657,Married,Graduation,964,927,0
66582,Middle,0,0,83,789,25,420,16,38,0,1,2,8,9,1,No,No,No,No,No,No,3,11,0,51,Old,2277,Single,PhD,1288,1288,0
14045,Lower,1,0,24,11,0,5,2,1,1,1,1,0,3,7,No,No,No,No,No,No,3,11,0,51,Old,2313,Married,Graduation,19,18,0
72679,Middle,0,1,65,619,54,260,127,54,54,1,4,7,5,1,No,No,No,No,No,No,3,11,0,51,Old,2443,Single,Graduation,1114,1060,0
43638,Lower-middle,0,1,37,63,10,83,7,19,19,2,4,1,4,7,No,No,No,No,No,No,3,11,0,51,Old,2851,Widow,Graduation,182,163,0
23910,Lower,1,0,80,16,12,18,7,1,13,1,2,0,3,7,No,No,No,No,No,No,3,11,0,51,Old,2770,Divorced,Graduation,54,41,0
42169,Lower-middle,1,1,20,19,0,9,0,0,2,2,1,0,3,8,No,No,No,No,No,No,3,11,0,51,Old,2412,Married,Master,28,26,0
26877,Lower,0,0,74,101,13,76,20,18,40,2,3,1,6,6,No,No,No,No,No,No,3,11,0,51,Old,2473,Single,Master,228,188,0
48240,Lower-middle,0,0,73,389,91,248,64,49,41,3,6,3,13,5,No,No,No,No,No,No,3,11,1,51,Old,2756,Single,PhD,841,800,0
69476,Middle,0,0,3,260,86,559,63,9,67,1,4,6,4,2,No,No,No,No,No,No,3,11,0,51,Old,2431,Together,PhD,977,910,0
62882,Middle,0,1,26,509,133,497,78,24,97,2,7,5,6,4,No,No,No,No,No,No,3,11,0,51,Old,2848,Together,Graduation,1241,1144,0
80952,Middle,0,0,20,778,178,689,41,27,44,1,8,5,11,8,No,Yes,Yes,Yes,No,No,3,11,1,51,Old,2645,Married,Graduation,1713,1669,3
23228,Lower,1,0,71,13,2,18,6,1,0,2,2,0,3,8,No,No,No,No,No,No,3,11,0,51,Old,2313,Together,Graduation,40,40,0
44602,Lower-middle,1,1,35,167,2,89,0,0,34,6,6,1,4,8,No,No,No,No,No,No,3,11,0,51,Old,2293,Together,Master,258,224,0
58917,Middle,1,2,10,151,7,89,0,7,28,5,4,1,6,5,No,No,No,No,No,No,3,11,0,51,Old,2621,Together,Graduation,254,226,0
39858,Lower-middle,1,0,67,15,20,25,2,7,26,1,2,0,4,6,No,No,No,No,No,No,3,11,1,51,Old,2680,Single,Master,69,43,0
41021,Lower-middle,1,0,12,14,7,9,6,16,12,2,2,0,3,6,No,No,No,No,No,No,3,11,1,51,Old,2705,Together,Master,52,40,0
75759,Middle,0,0,46,1394,22,708,89,91,182,1,9,7,9,5,Yes,No,Yes,Yes,No,No,3,11,1,51,Old,2406,Married,Graduation,2304,2122,3
54165,Lower-middle,0,0,72,127,4,73,15,6,11,1,2,1,7,2,No,No,No,No,No,No,3,11,0,51,Old,2556,Together,Graduation,225,214,0
68695,Middle,0,0,3,458,81,356,106,50,40,1,4,4,7,2,No,No,No,No,No,No,3,11,0,51,Old,2163,Together,Graduation,1051,1011,0
81657,Middle,0,0,69,364,40,425,158,60,50,1,3,4,8,1,No,No,No,No,No,No,3,11,0,51,Old,2317,Single,Graduation,1047,997,0
67369,Middle,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,No,Yes,Yes,No,No,No,3,11,1,51,Old,2748,Widow,Master,1419,1377,2
43641,Lower-middle,1,1,50,57,2,51,4,2,23,3,2,1,4,6,No,No,No,No,No,No,3,11,0,51,Old,2592,Married,Master,116,93,0
70091,Middle,1,0,11,964,34,137,15,0,11,2,5,2,10,8,No,Yes,No,No,No,No,3,11,0,51,Old,2614,Married,Master,1150,1139,1
74918,Middle,0,0,78,972,59,913,25,19,59,1,5,9,6,3,No,No,Yes,No,No,No,3,11,0,51,Old,2633,Together,Graduation,1988,1929,1
76653,Middle,0,0,91,736,63,946,219,189,126,1,4,7,11,2,No,No,Yes,Yes,No,No,3,11,0,51,Old,2476,Together,Graduation,2153,2027,2
46831,Lower-middle,1,1,84,22,2,10,6,4,34,2,1,2,2,4,No,No,No,No,No,No,3,11,0,51,Old,2545,Married,2nd Cycle,44,10,0
48752,Lower-middle,1,1,8,73,57,100,71,15,0,5,6,1,5,9,No,No,No,No,No,No,3,11,1,51,Old,2723,Married,Graduation,316,316,0
56242,Lower-middle,0,1,72,689,8,167,11,8,88,5,8,4,11,6,No,No,No,No,No,No,3,11,0,51,Old,2642,Married,PhD,883,795,0
51039,Lower-middle,1,1,11,100,64,79,65,0,109,2,6,2,4,7,No,No,No,No,No,No,3,11,0,51,Old,2725,Married,PhD,308,199,0
43142,Lower-middle,1,1,84,5,1,7,2,1,4,1,1,0,2,7,No,No,No,No,No,No,3,11,0,51,Old,2290,Married,Master,16,12,0
54132,Lower-middle,0,1,81,30,1,8,0,0,3,1,1,0,3,7,No,No,No,No,No,No,3,11,0,51,Old,2292,Together,PhD,39,36,0
68695,Middle,0,0,3,458,81,356,106,50,40,1,4,4,7,2,No,No,No,No,No,No,3,11,0,51,Old,2163,Together,Graduation,1051,1011,0
94871,Upper-middle,0,2,99,169,24,553,188,0,144,1,8,5,4,7,No,Yes,Yes,No,No,No,3,11,1,51,Old,2825,Married,PhD,934,790,2
53374,Lower-middle,0,1,34,896,10,101,13,10,34,6,4,2,9,9,Yes,No,No,No,No,No,3,11,1,51,Old,2841,Together,PhD,1030,996,1
42731,Lower-middle,1,0,64,159,2,51,6,2,24,3,4,1,5,5,No,No,No,No,No,No,3,11,0,51,Old,2410,Together,PhD,220,196,0
44078,Lower-middle,1,1,17,24,1,10,2,0,4,2,2,0,3,5,No,No,No,No,No,No,3,11,0,51,Old,2169,Married,Graduation,37,33,0
35924,Lower-middle,1,1,56,8,0,14,2,3,7,1,1,0,3,5,No,No,No,No,No,No,3,11,0,51,Old,2257,Together,Master,27,20,0
42231,Lower-middle,1,1,99,24,0,8,0,1,4,1,1,0,3,5,No,No,No,No,No,No,3,11,0,51,Old,2255,Married,Graduation,33,29,0
58086,Middle,0,1,80,708,7,62,0,0,15,2,11,3,7,8,No,No,No,No,No,No,3,11,0,51,Old,2684,Divorced,PhD,777,762,0
69901,Middle,0,1,95,312,21,206,102,92,149,3,7,3,10,5,No,No,No,No,No,No,3,11,0,51,Old,2555,Divorced,Graduation,733,584,0
79734,Middle,0,0,72,572,8,232,23,62,17,1,4,3,6,1,No,No,No,Yes,No,No,3,11,0,51,Old,2160,Married,Master,897,880,1
25293,Lower,1,0,51,15,0,11,0,2,9,1,1,1,2,8,No,No,No,No,No,No,3,11,0,51,Old,2446,Married,Graduation,28,19,0
30396,Lower-middle,1,0,22,15,0,6,0,1,12,2,1,1,2,7,Yes,No,No,No,No,No,3,11,1,51,Old,2219,Married,PhD,22,10,1
62772,Middle,0,1,74,581,49,157,43,8,108,1,5,6,11,2,No,Yes,No,No,No,No,3,11,0,51,Old,2565,Single,Master,838,730,1
55212,Lower-middle,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,No,Yes,No,No,Yes,No,3,11,0,51,Old,2742,Married,PhD,1148,1114,2
4428,Lower,0,1,0,16,4,12,2,4,321,0,25,0,0,1,No,No,No,No,No,No,3,11,0,51,Old,2426,Married,Graduation,38,-283,0
38361,Lower-middle,1,0,74,39,0,56,20,8,14,3,3,1,3,7,No,No,No,No,No,No,3,11,0,51,Old,2343,Together,Graduation,123,109,0
25293,Lower,1,0,51,15,0,11,0,2,9,1,1,1,2,8,No,No,No,No,No,No,3,11,0,51,Old,2446,Married,Graduation,28,19,0
56796,Lower-middle,0,1,24,656,38,161,62,47,37,3,8,9,7,7,No,No,No,No,No,No,3,11,0,51,Old,2657,Married,Graduation,964,927,0
22390,Lower,0,0,49,0,1,4,15,1,5,1,1,0,2,7,No,No,No,No,No,No,3,11,0,51,Old,2410,Together,Basic,21,16,0
66476,Middle,0,1,80,742,28,152,25,9,57,2,6,8,10,4,No,No,No,No,No,No,3,11,0,51,Old,2366,Together,Master,956,899,0
40590,Lower-middle,1,1,30,154,0,50,6,11,37,5,3,4,3,6,Yes,No,No,No,No,No,3,11,0,51,Old,2429,Widow,Graduation,221,184,1
40590,Lower-middle,1,1,30,154,0,50,6,11,37,5,3,4,3,6,Yes,No,No,No,No,No,3,11,0,51,Old,2429,Widow,Graduation,221,184,1
57731,Lower-middle,0,1,0,266,21,300,65,8,44,4,8,8,6,6,No,No,No,No,No,No,3,11,0,51,Old,2742,Single,Graduation,660,616,0
41728,Lower-middle,1,0,92,13,6,15,3,5,13,1,2,0,2,10,No,No,No,No,No,No,3,11,0,52,Old,2560,Together,Graduation,42,29,0
55954,Lower-middle,0,1,63,447,0,28,0,0,43,3,8,2,6,7,No,No,No,No,No,No,3,11,0,52,Old,2277,Married,PhD,475,432,0
75922,Middle,0,0,60,265,138,553,224,23,92,1,4,4,9,1,No,No,No,No,No,No,3,11,0,52,Old,2361,Single,Graduation,1203,1111,0
44377,Lower-middle,1,1,70,224,0,30,0,0,10,8,5,1,5,8,No,No,No,No,No,No,3,11,0,52,Old,2791,Married,PhD,254,244,0
73455,Middle,0,0,98,901,61,757,186,163,20,1,6,5,10,3,No,Yes,No,No,No,No,3,11,0,52,Old,2403,Widow,Graduation,2068,2048,1
69674,Middle,0,2,46,554,41,215,11,0,24,3,10,2,10,5,No,No,No,No,No,No,3,11,0,52,Old,2562,Divorced,PhD,821,797,0
63841,Middle,0,1,64,635,15,100,20,7,131,1,9,3,9,6,No,No,No,No,No,No,3,11,0,52,Old,2593,Divorced,Master,777,646,0
75693,Middle,0,0,10,797,153,293,72,97,30,1,11,4,6,4,No,Yes,Yes,Yes,No,No,3,11,1,52,Old,2729,Divorced,Graduation,1412,1382,3
43795,Lower-middle,0,1,11,314,11,53,4,3,107,3,7,3,4,7,No,Yes,No,No,No,No,3,11,1,52,Old,2415,Together,Master,385,278,1
83664,Middle,1,1,57,866,21,151,28,21,86,3,2,2,12,5,No,No,No,No,No,No,3,11,0,52,Old,2576,Divorced,PhD,1087,1001,0
70777,Middle,0,1,80,554,35,113,0,7,78,3,5,3,12,3,No,No,No,No,No,No,3,11,0,52,Old,2283,Married,Master,709,631,0
61314,Middle,0,1,1,378,0,189,97,172,172,2,5,5,12,3,No,No,No,No,No,No,3,11,0,52,Old,2589,Married,Graduation,836,664,0
19514,Lower,1,1,47,14,3,21,2,1,28,4,3,1,2,8,Yes,No,No,No,No,No,3,11,1,52,Old,2313,Married,Graduation,41,13,1
38443,Lower-middle,1,1,58,32,0,5,0,0,1,2,1,0,3,7,No,No,No,No,No,No,3,11,0,52,Old,2312,Married,PhD,37,36,0
51287,Lower-middle,1,1,10,117,0,22,13,0,30,3,4,1,3,7,No,No,No,No,No,No,3,11,0,52,Old,2248,Married,Graduation,152,122,0
29187,Lower,1,0,43,26,0,6,0,0,2,1,1,0,3,8,No,No,No,No,No,No,3,11,0,52,Old,2575,Married,PhD,32,30,0
41335,Lower-middle,1,0,24,112,19,21,16,14,5,3,4,1,4,7,No,No,No,No,No,No,3,11,0,52,Old,2344,Divorced,Master,182,177,0
42564,Lower-middle,0,1,28,324,48,186,39,18,198,6,6,8,4,7,Yes,No,No,No,No,No,3,11,1,52,Old,2702,Divorced,PhD,615,417,1
19329,Lower,1,0,39,24,1,16,12,2,5,3,4,0,3,8,No,No,No,No,No,No,3,11,0,52,Old,2356,Married,Graduation,55,50,0
40706,Lower-middle,2,1,37,59,0,11,4,2,5,4,3,0,4,7,No,No,No,No,No,No,3,11,0,52,Old,2687,Together,PhD,76,71,0
19514,Lower,1,1,47,14,3,21,2,1,28,4,3,1,2,8,Yes,No,No,No,No,No,3,11,0,52,Old,2313,Married,Graduation,41,13,1
34053,Lower-middle,0,1,14,63,0,21,7,0,12,1,3,0,3,8,No,No,No,No,No,No,3,11,0,52,Old,2816,Together,Master,91,79,0
50014,Lower-middle,1,0,9,234,14,77,19,10,42,2,4,1,8,5,No,No,No,No,No,No,3,11,0,52,Old,2317,Single,Master,354,312,0
70566,Middle,0,1,4,381,28,215,84,28,21,2,6,5,9,3,No,No,No,No,No,No,3,11,0,52,Old,2425,Single,Graduation,736,715,0
36778,Lower-middle,1,1,63,29,4,34,2,4,4,3,3,0,3,9,No,No,No,No,No,No,3,11,0,52,Old,2852,Married,PhD,73,69,0
48985,Lower-middle,0,1,13,19,13,18,10,7,8,1,1,1,3,3,No,No,No,No,No,No,3,11,0,52,Old,2518,Married,2nd Cycle,67,59,0
35322,Lower-middle,1,2,34,28,9,37,12,7,13,3,2,0,4,8,No,No,No,No,No,No,3,11,0,52,Old,2835,Together,Graduation,93,80,0
63841,Middle,0,1,64,635,15,100,20,7,131,1,9,3,9,6,No,No,No,No,No,No,3,11,0,52,Old,2593,Divorced,Master,777,646,0
40521,Lower-middle,1,1,82,12,0,5,0,0,4,1,0,1,2,5,No,No,No,No,No,No,3,11,0,52,Old,2609,Together,Graduation,17,13,0
23748,Lower,1,0,97,6,6,29,12,15,8,3,2,1,3,8,No,No,No,No,No,No,3,11,0,52,Old,2744,Divorced,Master,68,60,0
77382,Middle,0,1,36,491,48,231,112,105,134,2,5,7,12,1,No,No,Yes,No,No,No,3,11,0,52,Old,2332,Together,Graduation,987,853,1
58554,Middle,1,1,55,368,24,68,38,0,88,6,8,2,6,7,No,No,No,No,No,No,3,11,0,52,Old,2800,Together,Graduation,498,410,0
41335,Lower-middle,1,0,24,112,19,21,16,14,5,3,4,1,4,7,No,No,No,No,No,No,3,11,0,52,Old,2344,Divorced,Master,182,177,0
63841,Middle,0,1,64,635,15,100,20,7,131,1,9,3,9,6,No,No,No,No,No,No,3,11,0,52,Old,2593,Divorced,Master,777,646,0
34916,Lower-middle,2,0,89,51,23,82,33,0,42,4,5,1,3,9,No,No,No,No,No,No,3,11,0,52,Old,2569,Together,Graduation,189,147,0
56534,Lower-middle,0,1,35,691,7,61,10,0,46,4,10,4,7,8,No,Yes,No,No,Yes,No,3,11,1,52,Old,2500,Together,Graduation,769,723,2
41120,Lower-middle,1,1,80,24,2,23,0,8,24,3,2,1,3,6,No,No,No,No,No,No,3,11,0,52,Old,2394,Married,Graduation,57,33,0
64590,Middle,0,0,98,920,138,168,36,46,30,1,9,4,10,6,No,No,No,No,No,No,3,11,0,52,Old,2782,Married,Graduation,1308,1278,0
63967,Middle,0,1,57,387,84,141,73,35,162,3,4,4,12,2,No,No,No,No,No,No,3,11,0,52,Old,2483,Married,Graduation,720,558,0
27071,Lower,1,0,90,8,3,19,0,2,3,2,2,0,3,6,No,No,No,No,No,No,3,11,0,52,Old,2226,Divorced,Master,32,29,0
32889,Lower-middle,1,1,78,28,0,13,4,2,8,3,2,1,3,5,No,No,No,No,No,No,3,11,0,52,Old,2455,Together,Master,47,39,0
50616,Lower-middle,0,1,56,128,0,16,0,1,4,2,4,0,4,7,No,No,No,No,No,No,3,11,0,52,Old,2231,Divorced,PhD,145,141,0
61671,Middle,0,1,23,641,7,56,0,0,28,8,10,4,6,8,No,Yes,No,Yes,No,No,3,11,0,52,Old,2185,Divorced,Graduation,704,676,2
45688,Lower-middle,0,1,20,279,0,18,0,0,9,2,3,1,8,4,No,Yes,No,No,No,No,3,11,0,52,Old,2314,Married,Graduation,297,288,1
57107,Lower-middle,0,1,44,159,0,120,0,0,137,7,4,4,8,8,No,Yes,No,No,Yes,No,3,11,1,52,Old,2833,Single,Graduation,279,142,2
29543,Lower,2,0,47,17,3,18,3,4,18,2,3,1,2,7,No,No,No,No,No,No,3,11,0,52,Old,2248,Married,Master,45,27,0
36065,Lower-middle,1,1,54,18,7,34,10,2,3,3,3,0,3,8,No,No,No,No,No,No,3,11,0,52,Old,2614,Single,Graduation,71,68,0
38236,Lower-middle,1,1,2,58,0,18,2,0,10,4,3,0,4,7,No,No,No,No,No,No,3,11,0,52,Old,2441,Single,PhD,78,68,0
36997,Lower-middle,1,1,72,43,4,12,8,0,27,5,2,1,4,5,No,No,No,No,No,No,3,11,0,52,Old,2672,Divorced,Graduation,67,40,0
35893,Lower-middle,1,1,80,158,0,23,0,0,18,6,3,1,5,8,No,No,No,No,No,No,3,11,0,52,Old,2781,Single,Graduation,181,163,0
58554,Middle,1,1,55,368,24,68,38,0,88,6,8,2,6,7,No,No,No,No,No,No,3,11,0,52,Old,2800,Together,Graduation,498,410,0
62513,Middle,0,1,16,520,42,98,0,42,14,2,6,4,10,6,No,No,No,No,No,No,3,11,0,53,Old,2452,Together,Master,702,688,0
32474,Lower-middle,1,1,0,10,0,1,0,0,0,1,1,0,2,7,No,No,No,No,No,No,3,11,0,53,Old,2208,Together,Graduation,11,11,0
54178,Lower-middle,0,1,79,135,9,39,4,0,7,1,2,2,5,2,No,No,No,No,No,No,3,11,0,53,Old,2318,Together,Graduation,187,180,0
30753,Lower-middle,1,1,85,12,5,25,0,9,30,2,1,1,3,5,No,No,No,No,No,No,3,11,0,53,Old,2512,Together,2nd Cycle,51,21,0
32557,Lower-middle,1,0,13,34,3,29,0,4,10,3,2,1,3,5,No,No,No,No,No,No,3,11,1,53,Old,2284,Single,Master,70,60,0
62981,Middle,0,0,21,796,14,590,38,44,0,1,4,5,13,3,No,Yes,No,No,No,No,3,11,0,53,Old,2628,Together,PhD,1482,1482,1
52074,Lower-middle,0,1,77,59,0,12,0,0,48,1,2,2,2,4,Yes,No,No,No,No,No,3,11,0,53,Old,2245,Single,Graduation,71,23,1
75702,Middle,1,1,77,650,28,353,45,42,30,5,4,6,11,8,No,No,No,No,No,No,3,11,0,53,Old,2828,Together,Graduation,1118,1088,0
